Date,City,Year of Occurrence,Month of Occurrence,Crime_Count,MA3,Delta,Trend_Slope
2022-01-01,Kanpur,2022,1,25,20.0,7.0,0.00036075036075010304
2022-02-01,Kanpur,2022,2,23,22.0,-2.0,0.00036075036075010304
2022-03-01,Kanpur,2022,3,21,23.0,-2.0,0.00036075036075010304
2022-04-01,Kanpur,2022,4,17,20.333333333333332,-4.0,0.00036075036075010304
2022-05-01,Kanpur,2022,5,26,21.333333333333332,9.0,0.00036075036075010304
2022-06-01,Kanpur,2022,6,23,22.0,-3.0,0.00036075036075010304
2022-07-01,Kanpur,2022,7,25,24.666666666666668,2.0,0.00036075036075010304
2022-08-01,Kanpur,2022,8,21,23.0,-4.0,0.00036075036075010304
2022-09-01,Kanpur,2022,9,21,22.333333333333332,0.0,0.00036075036075010304
2022-10-01,Kanpur,2022,10,22,21.333333333333332,1.0,0.00036075036075010304
2022-11-01,Kanpur,2022,11,21,21.333333333333332,-1.0,0.00036075036075010304
2022-12-01,Kanpur,2022,12,23,22.0,2.0,0.00036075036075010304
2023-01-01,Kanpur,2023,1,29,24.333333333333332,6.0,0.00036075036075010304
2023-02-01,Kanpur,2023,2,16,22.666666666666668,-13.0,0.00036075036075010304
2023-03-01,Kanpur,2023,3,26,23.666666666666668,10.0,0.00036075036075010304
2023-04-01,Kanpur,2023,4,18,20.0,-8.0,0.00036075036075010304
2023-05-01,Kanpur,2023,5,17,20.333333333333332,-1.0,0.00036075036075010304
2023-06-01,Kanpur,2023,6,24,19.666666666666668,7.0,0.00036075036075010304
2023-07-01,Kanpur,2023,7,14,18.333333333333332,-10.0,0.00036075036075010304
2023-08-01,Kanpur,2023,8,22,20.0,8.0,0.00036075036075010304
2023-09-01,Kanpur,2023,9,14,16.666666666666668,-8.0,0.00036075036075010304
2023-10-01,Kanpur,2023,10,20,18.666666666666668,6.0,0.00036075036075010304
2023-11-01,Kanpur,2023,11,17,17.0,-3.0,0.00036075036075010304
2023-12-01,Kanpur,2023,12,20,19.0,3.0,0.00036075036075010304
2024-01-01,Kanpur,2024,1,22,19.666666666666668,2.0,0.00036075036075010304
2024-02-01,Kanpur,2024,2,19,20.333333333333332,-3.0,0.00036075036075010304
2024-03-01,Kanpur,2024,3,20,20.333333333333332,1.0,0.00036075036075010304
2024-04-01,Kanpur,2024,4,17,18.666666666666668,-3.0,0.00036075036075010304
2024-05-01,Kanpur,2024,5,25,20.666666666666668,8.0,0.00036075036075010304
2024-06-01,Kanpur,2024,6,21,21.0,-4.0,0.00036075036075010304
2024-07-01,Kanpur,2024,7,16,20.666666666666668,-5.0,0.00036075036075010304
2020-01-01,Kolkata,2020,1,49,,,-0.013564213564213985
2020-02-01,Kolkata,2020,2,47,,-2.0,-0.013564213564213985
2020-03-01,Kolkata,2020,3,46,47.333333333333336,-1.0,-0.013564213564213985
2020-04-01,Kolkata,2020,4,52,48.333333333333336,6.0,-0.013564213564213985
2020-05-01,Kolkata,2020,5,40,46.0,-12.0,-0.013564213564213985
2020-06-01,Kolkata,2020,6,47,46.333333333333336,7.0,-0.013564213564213985
2020-07-01,Kolkata,2020,7,45,44.0,-2.0,-0.013564213564213985
2020-08-01,Kolkata,2020,8,41,44.333333333333336,-4.0,-0.013564213564213985
2020-09-01,Kolkata,2020,9,65,50.333333333333336,24.0,-0.013564213564213985
2020-10-01,Kolkata,2020,10,44,50.0,-21.0,-0.013564213564213985
2020-11-01,Kolkata,2020,11,46,51.666666666666664,2.0,-0.013564213564213985
2020-12-01,Kolkata,2020,12,47,45.666666666666664,1.0,-0.013564213564213985
2021-01-01,Kolkata,2021,1,43,45.333333333333336,-4.0,-0.013564213564213985
2021-02-01,Kolkata,2021,2,46,45.333333333333336,3.0,-0.013564213564213985
2021-03-01,Kolkata,2021,3,46,45.0,0.0,-0.013564213564213985
2021-04-01,Kolkata,2021,4,44,45.333333333333336,-2.0,-0.013564213564213985
2021-05-01,Kolkata,2021,5,43,44.333333333333336,-1.0,-0.013564213564213985
2021-06-01,Kolkata,2021,6,44,43.666666666666664,1.0,-0.013564213564213985
2021-07-01,Kolkata,2021,7,37,41.333333333333336,-7.0,-0.013564213564213985
2021-08-01,Kolkata,2021,8,39,40.0,2.0,-0.013564213564213985
2021-09-01,Kolkata,2021,9,49,41.666666666666664,10.0,-0.013564213564213985
2021-10-01,Kolkata,2021,10,40,42.666666666666664,-9.0,-0.013564213564213985
2021-11-01,Kolkata,2021,11,51,46.666666666666664,11.0,-0.013564213564213985
2021-12-01,Kolkata,2021,12,52,47.666666666666664,1.0,-0.013564213564213985
2022-01-01,Kolkata,2022,1,48,50.333333333333336,-4.0,-0.013564213564213985
2022-02-01,Kolkata,2022,2,44,48.0,-4.0,-0.013564213564213985
2022-03-01,Kolkata,2022,3,50,47.333333333333336,6.0,-0.013564213564213985
2022-04-01,Kolkata,2022,4,43,45.666666666666664,-7.0,-0.013564213564213985
2022-05-01,Kolkata,2022,5,47,46.666666666666664,4.0,-0.013564213564213985
2022-06-01,Kolkata,2022,6,44,44.666666666666664,-3.0,-0.013564213564213985
2022-07-01,Kolkata,2022,7,49,46.666666666666664,5.0,-0.013564213564213985
2022-08-01,Kolkata,2022,8,52,48.333333333333336,3.0,-0.013564213564213985
2022-09-01,Kolkata,2022,9,44,48.333333333333336,-8.0,-0.013564213564213985
2022-10-01,Kolkata,2022,10,48,48.0,4.0,-0.013564213564213985
2022-11-01,Kolkata,2022,11,35,42.333333333333336,-13.0,-0.013564213564213985
2022-12-01,Kolkata,2022,12,49,44.0,14.0,-0.013564213564213985
2023-01-01,Kolkata,2023,1,43,42.333333333333336,-6.0,-0.013564213564213985
2023-02-01,Kolkata,2023,2,31,41.0,-12.0,-0.013564213564213985
2023-03-01,Kolkata,2023,3,51,41.666666666666664,20.0,-0.013564213564213985
2023-04-01,Kolkata,2023,4,49,43.666666666666664,-2.0,-0.013564213564213985
2023-05-01,Kolkata,2023,5,48,49.333333333333336,-1.0,-0.013564213564213985
2023-06-01,Kolkata,2023,6,30,42.333333333333336,-18.0,-0.013564213564213985
2023-07-01,Kolkata,2023,7,52,43.333333333333336,22.0,-0.013564213564213985
2023-08-01,Kolkata,2023,8,49,43.666666666666664,-3.0,-0.013564213564213985
2023-09-01,Kolkata,2023,9,49,50.0,0.0,-0.013564213564213985
2023-10-01,Kolkata,2023,10,35,44.333333333333336,-14.0,-0.013564213564213985
2023-11-01,Kolkata,2023,11,42,42.0,7.0,-0.013564213564213985
2023-12-01,Kolkata,2023,12,47,41.333333333333336,5.0,-0.013564213564213985
2024-01-01,Kolkata,2024,1,48,45.666666666666664,1.0,-0.013564213564213985
2024-02-01,Kolkata,2024,2,48,47.666666666666664,0.0,-0.013564213564213985
2024-03-01,Kolkata,2024,3,57,51.0,9.0,-0.013564213564213985
2024-04-01,Kolkata,2024,4,51,52.0,-6.0,-0.013564213564213985
2024-05-01,Kolkata,2024,5,37,48.333333333333336,-14.0,-0.013564213564213985
2024-06-01,Kolkata,2024,6,43,43.666666666666664,6.0,-0.013564213564213985
2024-07-01,Kolkata,2024,7,52,44.0,9.0,-0.013564213564213985
2020-01-01,Lucknow,2020,1,28,,,0.00014430014429972195
2020-02-01,Lucknow,2020,2,25,,-3.0,0.00014430014429972195
2020-03-01,Lucknow,2020,3,19,24.0,-6.0,0.00014430014429972195
2020-04-01,Lucknow,2020,4,32,25.333333333333332,13.0,0.00014430014429972195
2020-05-01,Lucknow,2020,5,27,26.0,-5.0,0.00014430014429972195
2020-06-01,Lucknow,2020,6,23,27.333333333333332,-4.0,0.00014430014429972195
2020-07-01,Lucknow,2020,7,29,26.333333333333332,6.0,0.00014430014429972195
2020-08-01,Lucknow,2020,8,22,24.666666666666668,-7.0,0.00014430014429972195
2020-09-01,Lucknow,2020,9,21,24.0,-1.0,0.00014430014429972195
2020-10-01,Lucknow,2020,10,26,23.0,5.0,0.00014430014429972195
2020-11-01,Lucknow,2020,11,22,23.0,-4.0,0.00014430014429972195
2020-12-01,Lucknow,2020,12,36,28.0,14.0,0.00014430014429972195
2021-01-01,Lucknow,2021,1,42,33.333333333333336,6.0,0.00014430014429972195
2021-02-01,Lucknow,2021,2,14,30.666666666666668,-28.0,0.00014430014429972195
2021-03-01,Lucknow,2021,3,30,28.666666666666668,16.0,0.00014430014429972195
2021-04-01,Lucknow,2021,4,32,25.333333333333332,2.0,0.00014430014429972195
2021-05-01,Lucknow,2021,5,31,31.0,-1.0,0.00014430014429972195
2021-06-01,Lucknow,2021,6,35,32.666666666666664,4.0,0.00014430014429972195
2021-07-01,Lucknow,2021,7,22,29.333333333333332,-13.0,0.00014430014429972195
2021-08-01,Lucknow,2021,8,25,27.333333333333332,3.0,0.00014430014429972195
2021-09-01,Lucknow,2021,9,38,28.333333333333332,13.0,0.00014430014429972195
2021-10-01,Lucknow,2021,10,19,27.333333333333332,-19.0,0.00014430014429972195
2021-11-01,Lucknow,2021,11,23,26.666666666666668,4.0,0.00014430014429972195
2021-12-01,Lucknow,2021,12,23,21.666666666666668,0.0,0.00014430014429972195
2022-01-01,Lucknow,2022,1,34,26.666666666666668,11.0,0.00014430014429972195
2022-02-01,Lucknow,2022,2,18,25.0,-16.0,0.00014430014429972195
2022-03-01,Lucknow,2022,3,29,27.0,11.0,0.00014430014429972195
2022-04-01,Lucknow,2022,4,17,21.333333333333332,-12.0,0.00014430014429972195
2022-05-01,Lucknow,2022,5,26,24.0,9.0,0.00014430014429972195
2022-06-01,Lucknow,2022,6,28,23.666666666666668,2.0,0.00014430014429972195
2022-07-01,Lucknow,2022,7,25,26.333333333333332,-3.0,0.00014430014429972195
2022-08-01,Lucknow,2022,8,20,24.333333333333332,-5.0,0.00014430014429972195
2022-09-01,Lucknow,2022,9,27,24.0,7.0,0.00014430014429972195
2022-10-01,Lucknow,2022,10,23,23.333333333333332,-4.0,0.00014430014429972195
2022-11-01,Lucknow,2022,11,22,24.0,-1.0,0.00014430014429972195
2022-12-01,Lucknow,2022,12,23,22.666666666666668,1.0,0.00014430014429972195
2023-01-01,Lucknow,2023,1,27,24.0,4.0,0.00014430014429972195
2023-02-01,Lucknow,2023,2,33,27.666666666666668,6.0,0.00014430014429972195
2023-03-01,Lucknow,2023,3,27,29.0,-6.0,0.00014430014429972195
2023-04-01,Lucknow,2023,4,23,27.666666666666668,-4.0,0.00014430014429972195
2023-05-01,Lucknow,2023,5,30,26.666666666666668,7.0,0.00014430014429972195
2023-06-01,Lucknow,2023,6,21,24.666666666666668,-9.0,0.00014430014429972195
2023-07-01,Lucknow,2023,7,29,26.666666666666668,8.0,0.00014430014429972195
2023-08-01,Lucknow,2023,8,27,25.666666666666668,-2.0,0.00014430014429972195
2023-09-01,Lucknow,2023,9,31,29.0,4.0,0.00014430014429972195
2023-10-01,Lucknow,2023,10,36,31.333333333333332,5.0,0.00014430014429972195
2023-11-01,Lucknow,2023,11,29,32.0,-7.0,0.00014430014429972195
2023-12-01,Lucknow,2023,12,38,34.333333333333336,9.0,0.00014430014429972195
2024-01-01,Lucknow,2024,1,27,31.333333333333332,-11.0,0.00014430014429972195
2024-02-01,Lucknow,2024,2,22,29.0,-5.0,0.00014430014429972195
2024-03-01,Lucknow,2024,3,22,23.666666666666668,0.0,0.00014430014429972195
2024-04-01,Lucknow,2024,4,27,23.666666666666668,5.0,0.00014430014429972195
2024-05-01,Lucknow,2024,5,20,23.0,-7.0,0.00014430014429972195
2024-06-01,Lucknow,2024,6,26,24.333333333333332,6.0,0.00014430014429972195
2024-07-01,Lucknow,2024,7,25,23.666666666666668,-1.0,0.00014430014429972195
2020-01-01,Ludhiana,2020,1,20,,,0.026046176046175987
2020-02-01,Ludhiana,2020,2,13,,-7.0,0.026046176046175987
2020-03-01,Ludhiana,2020,3,9,14.0,-4.0,0.026046176046175987
2020-04-01,Ludhiana,2020,4,10,10.666666666666666,1.0,0.026046176046175987
2020-05-01,Ludhiana,2020,5,8,9.0,-2.0,0.026046176046175987
2020-06-01,Ludhiana,2020,6,10,9.333333333333334,2.0,0.026046176046175987
2020-07-01,Ludhiana,2020,7,14,10.666666666666666,4.0,0.026046176046175987
2020-08-01,Ludhiana,2020,8,15,13.0,1.0,0.026046176046175987
2020-09-01,Ludhiana,2020,9,18,15.666666666666666,3.0,0.026046176046175987
2020-10-01,Ludhiana,2020,10,13,15.333333333333334,-5.0,0.026046176046175987
2020-11-01,Ludhiana,2020,11,15,15.333333333333334,2.0,0.026046176046175987
2020-12-01,Ludhiana,2020,12,12,13.333333333333334,-3.0,0.026046176046175987
2021-01-01,Ludhiana,2021,1,15,14.0,3.0,0.026046176046175987
2021-02-01,Ludhiana,2021,2,17,14.666666666666666,2.0,0.026046176046175987
2021-03-01,Ludhiana,2021,3,17,16.333333333333332,0.0,0.026046176046175987
2021-04-01,Ludhiana,2021,4,13,15.666666666666666,-4.0,0.026046176046175987
2021-05-01,Ludhiana,2021,5,10,13.333333333333334,-3.0,0.026046176046175987
2021-06-01,Ludhiana,2021,6,21,14.666666666666666,11.0,0.026046176046175987
2021-07-01,Ludhiana,2021,7,9,13.333333333333334,-12.0,0.026046176046175987
2021-08-01,Ludhiana,2021,8,15,15.0,6.0,0.026046176046175987
2021-09-01,Ludhiana,2021,9,11,11.666666666666666,-4.0,0.026046176046175987
2021-10-01,Ludhiana,2021,10,18,14.666666666666666,7.0,0.026046176046175987
2021-11-01,Ludhiana,2021,11,9,12.666666666666666,-9.0,0.026046176046175987
2021-12-01,Ludhiana,2021,12,19,15.333333333333334,10.0,0.026046176046175987
2022-01-01,Ludhiana,2022,1,8,12.0,-11.0,0.026046176046175987
2022-02-01,Ludhiana,2022,2,10,12.333333333333334,2.0,0.026046176046175987
2022-03-01,Ludhiana,2022,3,12,10.0,2.0,0.026046176046175987
2022-04-01,Ludhiana,2022,4,7,9.666666666666666,-5.0,0.026046176046175987
2022-05-01,Ludhiana,2022,5,18,12.333333333333334,11.0,0.026046176046175987
2022-06-01,Ludhiana,2022,6,14,13.0,-4.0,0.026046176046175987
2022-07-01,Ludhiana,2022,7,9,13.666666666666666,-5.0,0.026046176046175987
2022-08-01,Ludhiana,2022,8,12,11.666666666666666,3.0,0.026046176046175987
2022-09-01,Ludhiana,2022,9,14,11.666666666666666,2.0,0.026046176046175987
2022-10-01,Ludhiana,2022,10,19,15.0,5.0,0.026046176046175987
2022-11-01,Ludhiana,2022,11,17,16.666666666666668,-2.0,0.026046176046175987
2022-12-01,Ludhiana,2022,12,17,17.666666666666668,0.0,0.026046176046175987
2023-01-01,Ludhiana,2023,1,17,17.0,0.0,0.026046176046175987
2023-02-01,Ludhiana,2023,2,17,17.0,0.0,0.026046176046175987
2023-03-01,Ludhiana,2023,3,14,16.0,-3.0,0.026046176046175987
2023-04-01,Ludhiana,2023,4,17,16.0,3.0,0.026046176046175987
2023-05-01,Ludhiana,2023,5,16,15.666666666666666,-1.0,0.026046176046175987
2023-06-01,Ludhiana,2023,6,8,13.666666666666666,-8.0,0.026046176046175987
2023-07-01,Ludhiana,2023,7,14,12.666666666666666,6.0,0.026046176046175987
2023-08-01,Ludhiana,2023,8,13,11.666666666666666,-1.0,0.026046176046175987
2023-09-01,Ludhiana,2023,9,17,14.666666666666666,4.0,0.026046176046175987
2023-10-01,Ludhiana,2023,10,11,13.666666666666666,-6.0,0.026046176046175987
2023-11-01,Ludhiana,2023,11,15,14.333333333333334,4.0,0.026046176046175987
2023-12-01,Ludhiana,2023,12,17,14.333333333333334,2.0,0.026046176046175987
2024-01-01,Ludhiana,2024,1,18,16.666666666666668,1.0,0.026046176046175987
2024-02-01,Ludhiana,2024,2,7,14.0,-11.0,0.026046176046175987
2024-03-01,Ludhiana,2024,3,11,12.0,4.0,0.026046176046175987
2024-04-01,Ludhiana,2024,4,12,10.0,1.0,0.026046176046175987
2024-05-01,Ludhiana,2024,5,10,11.0,-2.0,0.026046176046175987
2024-06-01,Ludhiana,2024,6,19,13.666666666666666,9.0,0.026046176046175987
2024-07-01,Ludhiana,2024,7,20,16.333333333333332,1.0,0.026046176046175987
2020-01-01,Meerut,2020,1,14,,,0.009235209235209145
2020-02-01,Meerut,2020,2,7,,-7.0,0.009235209235209145
2020-03-01,Meerut,2020,3,6,9.0,-1.0,0.009235209235209145
2020-04-01,Meerut,2020,4,11,8.0,5.0,0.009235209235209145
2020-05-01,Meerut,2020,5,9,8.666666666666666,-2.0,0.009235209235209145
2020-06-01,Meerut,2020,6,5,8.333333333333334,-4.0,0.009235209235209145
2020-07-01,Meerut,2020,7,11,8.333333333333334,6.0,0.009235209235209145
2020-08-01,Meerut,2020,8,5,7.0,-6.0,0.009235209235209145
2020-09-01,Meerut,2020,9,6,7.333333333333333,1.0,0.009235209235209145
2020-10-01,Meerut,2020,10,7,6.0,1.0,0.009235209235209145
2020-11-01,Meerut,2020,11,12,8.333333333333334,5.0,0.009235209235209145
2020-12-01,Meerut,2020,12,6,8.333333333333334,-6.0,0.009235209235209145
2021-01-01,Meerut,2021,1,5,7.666666666666667,-1.0,0.009235209235209145
2021-02-01,Meerut,2021,2,6,5.666666666666667,1.0,0.009235209235209145
2021-03-01,Meerut,2021,3,3,4.666666666666667,-3.0,0.009235209235209145
2021-04-01,Meerut,2021,4,10,6.333333333333333,7.0,0.009235209235209145
2021-05-01,Meerut,2021,5,2,5.0,-8.0,0.009235209235209145
2021-06-01,Meerut,2021,6,4,5.333333333333333,2.0,0.009235209235209145
2021-07-01,Meerut,2021,7,4,3.3333333333333335,0.0,0.009235209235209145
2021-08-01,Meerut,2021,8,6,4.666666666666667,2.0,0.009235209235209145
2021-09-01,Meerut,2021,9,6,5.333333333333333,0.0,0.009235209235209145
2021-10-01,Meerut,2021,10,7,6.333333333333333,1.0,0.009235209235209145
2021-11-01,Meerut,2021,11,7,6.666666666666667,0.0,0.009235209235209145
2021-12-01,Meerut,2021,12,3,5.666666666666667,-4.0,0.009235209235209145
2022-01-01,Meerut,2022,1,7,5.666666666666667,4.0,0.009235209235209145
2022-02-01,Meerut,2022,2,6,5.333333333333333,-1.0,0.009235209235209145
2022-03-01,Meerut,2022,3,7,6.666666666666667,1.0,0.009235209235209145
2022-04-01,Meerut,2022,4,7,6.666666666666667,0.0,0.009235209235209145
2022-05-01,Meerut,2022,5,7,7.0,0.0,0.009235209235209145
2022-06-01,Meerut,2022,6,11,8.333333333333334,4.0,0.009235209235209145
2022-07-01,Meerut,2022,7,3,7.0,-8.0,0.009235209235209145
2022-08-01,Meerut,2022,8,5,6.333333333333333,2.0,0.009235209235209145
2022-09-01,Meerut,2022,9,8,5.333333333333333,3.0,0.009235209235209145
2022-10-01,Meerut,2022,10,9,7.333333333333333,1.0,0.009235209235209145
2022-11-01,Meerut,2022,11,13,10.0,4.0,0.009235209235209145
2022-12-01,Meerut,2022,12,3,8.333333333333334,-10.0,0.009235209235209145
2023-01-01,Meerut,2023,1,12,9.333333333333334,9.0,0.009235209235209145
2023-02-01,Meerut,2023,2,6,7.0,-6.0,0.009235209235209145
2023-03-01,Meerut,2023,3,2,6.666666666666667,-4.0,0.009235209235209145
2023-04-01,Meerut,2023,4,7,5.0,5.0,0.009235209235209145
2023-05-01,Meerut,2023,5,9,6.0,2.0,0.009235209235209145
2023-06-01,Meerut,2023,6,11,9.0,2.0,0.009235209235209145
2023-07-01,Meerut,2023,7,10,10.0,-1.0,0.009235209235209145
2023-08-01,Meerut,2023,8,4,8.333333333333334,-6.0,0.009235209235209145
2023-09-01,Meerut,2023,9,8,7.333333333333333,4.0,0.009235209235209145
2023-10-01,Meerut,2023,10,8,6.666666666666667,0.0,0.009235209235209145
2023-11-01,Meerut,2023,11,4,6.666666666666667,-4.0,0.009235209235209145
2023-12-01,Meerut,2023,12,7,6.333333333333333,3.0,0.009235209235209145
2024-01-01,Meerut,2024,1,6,5.666666666666667,-1.0,0.009235209235209145
2024-02-01,Meerut,2024,2,11,8.0,5.0,0.009235209235209145
2024-03-01,Meerut,2024,3,10,9.0,-1.0,0.009235209235209145
2024-04-01,Meerut,2024,4,8,9.666666666666666,-2.0,0.009235209235209145
2024-05-01,Meerut,2024,5,15,11.0,7.0,0.009235209235209145
2024-06-01,Meerut,2024,6,5,9.333333333333334,-10.0,0.009235209235209145
2024-07-01,Meerut,2024,7,4,8.0,-1.0,0.009235209235209145
2020-01-01,Mumbai,2020,1,78,,,0.10295815295815201
2020-02-01,Mumbai,2020,2,86,,8.0,0.10295815295815201
2020-03-01,Mumbai,2020,3,84,82.66666666666667,-2.0,0.10295815295815201
2020-04-01,Mumbai,2020,4,83,84.33333333333333,-1.0,0.10295815295815201
2020-05-01,Mumbai,2020,5,75,80.66666666666667,-8.0,0.10295815295815201
2020-06-01,Mumbai,2020,6,68,75.33333333333333,-7.0,0.10295815295815201
2020-07-01,Mumbai,2020,7,75,72.66666666666667,7.0,0.10295815295815201
2020-08-01,Mumbai,2020,8,88,77.0,13.0,0.10295815295815201
2020-09-01,Mumbai,2020,9,70,77.66666666666667,-18.0,0.10295815295815201
2020-10-01,Mumbai,2020,10,82,80.0,12.0,0.10295815295815201
2020-11-01,Mumbai,2020,11,77,76.33333333333333,-5.0,0.10295815295815201
2020-12-01,Mumbai,2020,12,71,76.66666666666667,-6.0,0.10295815295815201
2021-01-01,Mumbai,2021,1,69,72.33333333333333,-2.0,0.10295815295815201
2021-02-01,Mumbai,2021,2,76,72.0,7.0,0.10295815295815201
2021-03-01,Mumbai,2021,3,70,71.66666666666667,-6.0,0.10295815295815201
2021-04-01,Mumbai,2021,4,74,73.33333333333333,4.0,0.10295815295815201
2021-05-01,Mumbai,2021,5,79,74.33333333333333,5.0,0.10295815295815201
2021-06-01,Mumbai,2021,6,80,77.66666666666667,1.0,0.10295815295815201
2021-07-01,Mumbai,2021,7,100,86.33333333333333,20.0,0.10295815295815201
2021-08-01,Mumbai,2021,8,85,88.33333333333333,-15.0,0.10295815295815201
2021-09-01,Mumbai,2021,9,71,85.33333333333333,-14.0,0.10295815295815201
2021-10-01,Mumbai,2021,10,84,80.0,13.0,0.10295815295815201
2021-11-01,Mumbai,2021,11,66,73.66666666666667,-18.0,0.10295815295815201
2021-12-01,Mumbai,2021,12,86,78.66666666666667,20.0,0.10295815295815201
2022-01-01,Mumbai,2022,1,84,78.66666666666667,-2.0,0.10295815295815201
2022-02-01,Mumbai,2022,2,69,79.66666666666667,-15.0,0.10295815295815201
2022-03-01,Mumbai,2022,3,86,79.66666666666667,17.0,0.10295815295815201
2022-04-01,Mumbai,2022,4,88,81.0,2.0,0.10295815295815201
2022-05-01,Mumbai,2022,5,77,83.66666666666667,-11.0,0.10295815295815201
2022-06-01,Mumbai,2022,6,77,80.66666666666667,0.0,0.10295815295815201
2022-07-01,Mumbai,2022,7,92,82.0,15.0,0.10295815295815201
2022-08-01,Mumbai,2022,8,68,79.0,-24.0,0.10295815295815201
2022-09-01,Mumbai,2022,9,92,84.0,24.0,0.10295815295815201
2022-10-01,Mumbai,2022,10,86,82.0,-6.0,0.10295815295815201
2022-11-01,Mumbai,2022,11,71,83.0,-15.0,0.10295815295815201
2022-12-01,Mumbai,2022,12,75,77.33333333333333,4.0,0.10295815295815201
2023-01-01,Mumbai,2023,1,76,74.0,1.0,0.10295815295815201
2023-02-01,Mumbai,2023,2,70,73.66666666666667,-6.0,0.10295815295815201
2023-03-01,Mumbai,2023,3,96,80.66666666666667,26.0,0.10295815295815201
2023-04-01,Mumbai,2023,4,88,84.66666666666667,-8.0,0.10295815295815201
2023-05-01,Mumbai,2023,5,81,88.33333333333333,-7.0,0.10295815295815201
2023-06-01,Mumbai,2023,6,90,86.33333333333333,9.0,0.10295815295815201
2023-07-01,Mumbai,2023,7,86,85.66666666666667,-4.0,0.10295815295815201
2023-08-01,Mumbai,2023,8,96,90.66666666666667,10.0,0.10295815295815201
2023-09-01,Mumbai,2023,9,78,86.66666666666667,-18.0,0.10295815295815201
2023-10-01,Mumbai,2023,10,88,87.33333333333333,10.0,0.10295815295815201
2023-11-01,Mumbai,2023,11,81,82.33333333333333,-7.0,0.10295815295815201
2023-12-01,Mumbai,2023,12,99,89.33333333333333,18.0,0.10295815295815201
2024-01-01,Mumbai,2024,1,93,91.0,-6.0,0.10295815295815201
2024-02-01,Mumbai,2024,2,68,86.66666666666667,-25.0,0.10295815295815201
2024-03-01,Mumbai,2024,3,74,78.33333333333333,6.0,0.10295815295815201
2024-04-01,Mumbai,2024,4,73,71.66666666666667,-1.0,0.10295815295815201
2024-05-01,Mumbai,2024,5,75,74.0,2.0,0.10295815295815201
2024-06-01,Mumbai,2024,6,76,74.66666666666667,1.0,0.10295815295815201
2024-07-01,Mumbai,2024,7,85,78.66666666666667,9.0,0.10295815295815201
2020-01-01,Nagpur,2020,1,22,,,0.03369408369408357
2020-02-01,Nagpur,2020,2,17,,-5.0,0.03369408369408357
2020-03-01,Nagpur,2020,3,14,17.666666666666668,-3.0,0.03369408369408357
2020-04-01,Nagpur,2020,4,17,16.0,3.0,0.03369408369408357
2020-05-01,Nagpur,2020,5,13,14.666666666666666,-4.0,0.03369408369408357
2020-06-01,Nagpur,2020,6,11,13.666666666666666,-2.0,0.03369408369408357
2020-07-01,Nagpur,2020,7,13,12.333333333333334,2.0,0.03369408369408357
2020-08-01,Nagpur,2020,8,17,13.666666666666666,4.0,0.03369408369408357
2020-09-01,Nagpur,2020,9,19,16.333333333333332,2.0,0.03369408369408357
2020-10-01,Nagpur,2020,10,19,18.333333333333332,0.0,0.03369408369408357
2020-11-01,Nagpur,2020,11,17,18.333333333333332,-2.0,0.03369408369408357
2020-12-01,Nagpur,2020,12,25,20.333333333333332,8.0,0.03369408369408357
2021-01-01,Nagpur,2021,1,20,20.666666666666668,-5.0,0.03369408369408357
2021-02-01,Nagpur,2021,2,16,20.333333333333332,-4.0,0.03369408369408357
2021-03-01,Nagpur,2021,3,15,17.0,-1.0,0.03369408369408357
2021-04-01,Nagpur,2021,4,9,13.333333333333334,-6.0,0.03369408369408357
2021-05-01,Nagpur,2021,5,23,15.666666666666666,14.0,0.03369408369408357
2021-06-01,Nagpur,2021,6,19,17.0,-4.0,0.03369408369408357
2021-07-01,Nagpur,2021,7,24,22.0,5.0,0.03369408369408357
2021-08-01,Nagpur,2021,8,19,20.666666666666668,-5.0,0.03369408369408357
2021-09-01,Nagpur,2021,9,20,21.0,1.0,0.03369408369408357
2021-10-01,Nagpur,2021,10,29,22.666666666666668,9.0,0.03369408369408357
2021-11-01,Nagpur,2021,11,22,23.666666666666668,-7.0,0.03369408369408357
2021-12-01,Nagpur,2021,12,22,24.333333333333332,0.0,0.03369408369408357
2022-01-01,Nagpur,2022,1,23,22.333333333333332,1.0,0.03369408369408357
2022-02-01,Nagpur,2022,2,20,21.666666666666668,-3.0,0.03369408369408357
2022-03-01,Nagpur,2022,3,19,20.666666666666668,-1.0,0.03369408369408357
2022-04-01,Nagpur,2022,4,31,23.333333333333332,12.0,0.03369408369408357
2022-05-01,Nagpur,2022,5,18,22.666666666666668,-13.0,0.03369408369408357
2022-06-01,Nagpur,2022,6,18,22.333333333333332,0.0,0.03369408369408357
2022-07-01,Nagpur,2022,7,25,20.333333333333332,7.0,0.03369408369408357
2022-08-01,Nagpur,2022,8,24,22.333333333333332,-1.0,0.03369408369408357
2022-09-01,Nagpur,2022,9,21,23.333333333333332,-3.0,0.03369408369408357
2022-10-01,Nagpur,2022,10,16,20.333333333333332,-5.0,0.03369408369408357
2022-11-01,Nagpur,2022,11,19,18.666666666666668,3.0,0.03369408369408357
2022-12-01,Nagpur,2022,12,16,17.0,-3.0,0.03369408369408357
2023-01-01,Nagpur,2023,1,19,18.0,3.0,0.03369408369408357
2023-02-01,Nagpur,2023,2,21,18.666666666666668,2.0,0.03369408369408357
2023-03-01,Nagpur,2023,3,23,21.0,2.0,0.03369408369408357
